plateNumber,plateState,plateCountry,plateType,domestic,yearOfRegistration,vehicleMake,vehicleModel,vehicleColor,vehicleClass,tollingMethod,hasTag,tagAgencyId,tagId,item_type,tag_type,mounting,tag_delivery_method,tag_alias_name,shippingAddress
OR 6125,OH,USA,ELECTRIC,False,2008,Honda,Civic,Red,6-plus Axles,TAG,False,AGN164,TAG3001,STICKER_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Katherine,"547 Mccormick Walk, Josephtown, OH 98056"
NE 6356,AZ,USA,ELECTRIC,False,2005,Subaru,WRX,Red,2 Axle,VIDEO,,,,,,,,,
WA 8902,VA,USA,PERSONAL,True,2006,Kia,So-rent-o,Black,4 Axle,TAG,True,AGN685,TAG5969,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Eric,"986 Jessica Stravenue, Chasestad, ME 65488"
SO 3164,VA,USA,COMMERCIAL,True,2020,Audi,Q5,Black,4 Axle,TAG,True,AGN206,TAG8530,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Kristina,"41436 Hernandez Orchard Suite 882, Carolinemouth, IN 22947"
RH 2885,AZ,USA,COMMERCIAL,False,2003,Honda,CR-V,Green,6-plus Axles,TAG,False,AGN481,TAG7117,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Jonathan,"23509 Salas Brook, Collierport, TX 90265"
VI 821,CA,USA,ELECTRIC,False,2005,Kia,Optima,Green,4 Axle,VIDEO,,,,,,,,,
TE 9992,MD,USA,PERSONAL,False,2015,Chevrolet,Corvette,White,2 Axle,TAG,False,AGN818,TAG2755,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Michele,"9965 Scott Ramp, Sheliaborough, DC 65429"
WA 5695,MA,USA,COMMERCIAL,False,2004,Chevrolet,Equinox,Blue,2 Axle,TAG,True,AGN410,TAG7152,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Charlene,"3444 Ronald Heights, West Thomasburgh, UT 17260"
AR 152,OR,USA,PERSONAL,False,2022,Lexus,GS,Green,4 Axle,TAG,False,AGN344,TAG1350,STICKER_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Erin,"1723 Darren Drives Suite 962, Reedchester, NY 05380"
CA 3964,VA,USA,COMMERCIAL,True,2013,Volkswagen,Pass-at,Blue,4 Axle,VIDEO,,,,,,,,,
HA 5123,CA,USA,PERSONAL,True,2003,BMW,X5,White,2 Axle,TAG,True,AGN131,TAG1122,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Wyatt,"989 Cordova Course, Danielborough, NM 44899"
DE 9608,NC,USA,COMMERCIAL,False,2022,Chevrolet, Malibu,Red,3 Axle,TAG,False,AGN472,TAG8424,HARD_CASE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Erin,"374 Matthew Avenue, East Markland, FM 41944"
DE 7481,NC,USA,PERSONAL,True,2017,BMW,X3,White,3 Axle,TAG,True,AGN142,TAG6202,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Aaron,"791 Kathryn Knoll Suite 728, Michaelton, TN 75072"
NE 3266,MA,USA,ELECTRIC,True,2020,Ford,Escape,Red,4 Axle,VIDEO,,,,,,,,,
FL 4092,MI,USA,COMMERCIAL,False,2019,Ford,Escape,Blue,6-plus Axles,TAG,True,AGN228,TAG8382,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,James,"427 Brandon Crescent, Port Shane, AR 03300"
MA 6859,OH,USA,PERSONAL,False,2000,Chevrolet,Equinox,Black,6-plus Axles,TAG,True,AGN804,TAG4414,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Tina,"718 Braun Underpass, South Erin, NH 32261"
OK 439,NJ,USA,COMMERCIAL,True,2001,Honda,Civic,Red,4 Axle,TAG,True,AGN420,TAG8076,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kristen,"81765 Courtney Lake, Port Brianburgh, MI 67859"
CO 7696,TX,USA,PERSONAL,True,2008,Hyundai,Sonata,White,5 Axle,VIDEO,,,,,,,,,
NO 3227,MA,USA,PERSONAL,False,2000,Nissan,Pathfinder,White,3 Axle,TAG,False,AGN539,TAG9581,INTEGRATED,MOUNTED,YES,MAIL_TO_CUSTOMER,Lindsay,"34119 Russell Path, West Markchester, TX 67674"
SO 6063,OH,USA,PERSONAL,False,2010,Honda,CR-V,Green,3 Axle,TAG,False,AGN127,TAG7944,LICENSE_PLATE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Jeremy,"09218 Ortiz Heights Suite 242, Duffyhaven, AL 14097"
NO 5718,FL,USA,ELECTRIC,True,2000,Lexus,ES,Red,3 Axle,TAG,True,AGN325,TAG1972,HARD_CASE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Hannah,"16540 Michael Club, Evansstad, WV 83255"
MA 5869,OH,USA,PERSONAL,True,2010,Toyota,RAV4,Red,5 Axle,VIDEO,,,,,,,,,
WY 232,NC,USA,ELECTRIC,False,2018,Mercedes-Benz,GLE,Black,4 Axle,TAG,False,AGN772,TAG8182,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Marcus,"774 Turner Squares Suite 209, South Matthewchester, CO 90413"
MI 6912,AL,USA,PERSONAL,True,2018,Chevrolet, Malibu,Black,3 Axle,TAG,True,AGN214,TAG3777,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,Willie,"6763 Austin Plains, South Jerry, WY 02972"
OR 8228,NY,USA,ELECTRIC,False,2006,BMW,3 Series,Blue,2 Axle,TAG,False,AGN945,TAG3846,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Nathan,"59088 Susan Heights Suite 719, West Jerryville, DE 71778"
RH 3398,WA,USA,PERSONAL,False,2012,Toyota,Corolla,Red,5 Axle,VIDEO,,,,,,,,,
OK 5661,IL,USA,PERSONAL,False,2018,Kia,Sport-age,White,4 Axle,TAG,True,AGN700,TAG5559,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Keith,"6141 Larson Spur, South Adamshire, WA 74967"
AR 146,NJ,USA,COMMERCIAL,False,2004,Subaru,WRX,Black,2 Axle,TAG,True,AGN806,TAG6202,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Paul,"665 Brian Hills Suite 439, West Charlotteborough, TN 79613"
MA 8531,TX,USA,ELECTRIC,False,2001,Volkswagen,Jetta,Blue,4 Axle,TAG,False,AGN692,TAG5460,INTEGRATED,MOUNTED,NO,MAIL_TO_CUSTOMER,Darren,"581 Brooks Union, Nathanview, RI 54813"
IO 7840,CA,USA,PERSONAL,True,2023,Subaru	,Im-pre-za,Black,3 Axle,VIDEO,,,,,,,,,
KE 4212,VA,USA,COMMERCIAL,True,2021,Toyota,Tacoma,Red,5 Axle,TAG,True,AGN853,TAG9247,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Cameron,"1251 Ochoa Port Suite 032, Lake Jasonview, GU 36544"
CO 2669,FL,USA,ELECTRIC,False,2022,Hyundai,El-antra,Blue,2 Axle,TAG,False,AGN433,TAG2969,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Travis,"59164 Wallace Spur, New Jessicafurt, AZ 39835"
WE 6066,TN,USA,PERSONAL,False,2015,BMW,X5,Red,4 Axle,TAG,True,AGN698,TAG8431,STICKER_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Suzanne,"75530 Anderson Hills, Parsonshaven, AL 99746"
CA 6597,TX,USA,ELECTRIC,True,2002,Chevrolet,Silverado,Blue,6-plus Axles,VIDEO,,,,,,,,,
TE 1264,AL,USA,COMMERCIAL,False,2007,BMW,X5,Black,2 Axle,TAG,True,AGN201,TAG4974,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Kathleen,"9734 Baird Lodge Suite 475, Osborneview, OH 50705"
WE 1715,VA,USA,PERSONAL,False,2007,Hyundai,El-antra,Blue,4 Axle,TAG,True,AGN930,TAG3377,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Tiffany,"3494 Mata Ford, Taylorberg, AZ 22365"
WI 668,OR,USA,ELECTRIC,True,2023,Kia,Sport-age,Red,4 Axle,TAG,False,AGN953,TAG9511,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Edward,"424 Sydney Orchard Suite 692, Dennisshire, MN 93847"
MI 6026,TN,USA,ELECTRIC,True,2002,Mercedes-Benz,E-Class,Red,6-plus Axles,VIDEO,,,,,,,,,
NE 1749,MD,USA,PERSONAL,True,2023,BMW,5 Series,Green,4 Axle,TAG,True,AGN964,TAG9742,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Amanda,"43128 Mark Ridges Suite 241, Normanmouth, LA 27883"
TE 2429,TN,USA,PERSONAL,True,2004,Kia,So-rent-o,White,5 Axle,TAG,False,AGN825,TAG1375,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Steven,"79936 Raymond Ridges Apt. 112, North Douglas, MS 77109"
MI 6547,CA,USA,PERSONAL,False,2015,Tesla,Model Y,Black,2 Axle,TAG,False,AGN601,TAG3896,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kimberly,"051 Kimberly Street Apt. 206, Joshuaberg, AK 90176"
RH 1122,VA,USA,COMMERCIAL,False,2002,Toyota,Tacoma,Black,2 Axle,VIDEO,,,,,,,,,
VE 6779,AL,USA,PERSONAL,False,2004,Hyundai,El-antra,Black,2 Axle,TAG,False,AGN492,TAG6881,HARD_CASE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Steve,"USS Perez, FPO AA 77711"
SO 3796,UT,USA,COMMERCIAL,False,2012,Tesla,Model S,White,5 Axle,TAG,False,AGN255,TAG9159,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kristen,"1870 Dixon Radial Apt. 795, Smithhaven, UT 37029"
MI 7144,UT,USA,PERSONAL,True,2014,Chevrolet, Malibu,Black,3 Axle,TAG,True,AGN120,TAG1260,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Nicholas,"88878 Perez Isle, Torresbury, NM 55617"
MO 1070,TN,USA,PERSONAL,False,2011,Mercedes-Benz,C-Class,Blue,2 Axle,VIDEO,,,,,,,,,
KA 8642,AL,USA,COMMERCIAL,False,2024,Toyota,Corolla,Red,6-plus Axles,TAG,True,AGN986,TAG3546,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Rebecca,"386 Moore Row Suite 752, North April, MI 87360"
OH 7950,FL,USA,PERSONAL,True,2023,Hyundai,El-antra,Black,4 Axle,TAG,False,AGN389,TAG7409,STICKER_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Paul,"799 Davis Loaf Apt. 899, South Brianna, AS 46350"
AL 5633,UT,USA,PERSONAL,True,2021,Chevrolet, Malibu,Green,6-plus Axles,TAG,True,AGN238,TAG9644,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Michael,"80083 Mark Mountains Suite 568, North Hayleyfort, IA 69041"
KA 2624,AL,USA,PERSONAL,False,2000,Honda,Civic,Blue,6-plus Axles,VIDEO,,,,,,,,,
NE 7735,MA,USA,PERSONAL,False,2012,Kia,Forte,Black,5 Axle,TAG,True,AGN223,TAG7368,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Daniel,"102 Mary Gardens, North Jacob, IA 03347"
NE 7623,PA,USA,COMMERCIAL,False,2004,Toyota,Tacoma,Blue,6-plus Axles,TAG,False,AGN465,TAG5843,HARD_CASE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Katie,"65371 Myers Trace, Lake Penny, MN 38500"
LO 3619,CO,USA,COMMERCIAL,True,2021,Chevrolet,Corvette,Blue,6-plus Axles,TAG,False,AGN609,TAG3228,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Maria,"939 John Wall Suite 235, Port Benjaminhaven, VA 26753"
FL 6008,FL,USA,ELECTRIC,True,2001,Honda,Accord,Red,6-plus Axles,VIDEO,,,,,,,,,
NE 8947,NY,USA,COMMERCIAL,True,2010,Chevrolet,Equinox,Blue,6-plus Axles,TAG,False,AGN287,TAG7584,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Laura,"PSC 7306, Box 0930, APO AP 56434"
MI 6620,NJ,USA,ELECTRIC,True,2012,Lexus,GS,Red,4 Axle,TAG,True,AGN466,TAG1204,HARD_CASE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Ashley,"330 Christine Summit, Youngville, VA 08014"
WI 3442,NV,USA,COMMERCIAL,True,2010,Hyundai,Santa Fe,Green,5 Axle,TAG,False,AGN357,TAG7609,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Marilyn,"245 Flores Corners, West Blake, MA 33827"
MA 8853,AZ,USA,PERSONAL,False,2014,Lexus,RX,Red,2 Axle,VIDEO,,,,,,,,,
WA 9979,MA,USA,COMMERCIAL,True,2016,Subaru	,Outback,White,4 Axle,TAG,False,AGN275,TAG1194,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Ryan,"2758 Smith Gateway, West Randallport, IN 93364"
CO 7443,CO,USA,PERSONAL,False,2014,Subaru,Forester,Green,2 Axle,TAG,False,AGN342,TAG4837,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Tammy,"34528 Butler Port Apt. 581, Lake Nicholasstad, OR 04240"
NO 8879,CA,USA,COMMERCIAL,False,2016,Lexus,GS,Black,4 Axle,TAG,False,AGN928,TAG7166,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Eric,"5413 Kaitlin Fork Apt. 798, Bellstad, MN 06759"
KA 8270,TN,USA,ELECTRIC,True,2016,Hyundai,El-antra,Red,3 Axle,VIDEO,,,,,,,,,
VI 5749,CO,USA,COMMERCIAL,True,2013,BMW,X3,Green,3 Axle,TAG,True,AGN897,TAG7204,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kaitlyn,"3185 Mendoza Cliffs Suite 551, New Katie, MS 59941"
SO 2228,MA,USA,PERSONAL,False,2010,Toyota,Tacoma,Blue,3 Axle,TAG,True,AGN751,TAG6367,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Dawn,"457 Harper Summit Apt. 421, West Jamesmouth, TX 29918"
KE 5068,NC,USA,ELECTRIC,False,2018,Honda,CR-V,Red,2 Axle,TAG,False,AGN727,TAG2773,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Mary,"4238 Manning Ranch, Petersonfurt, ME 25378"
NE 5926,OH,USA,COMMERCIAL,False,2002,Kia,Optima,Black,2 Axle,VIDEO,,,,,,,,,
SO 4832,CO,USA,PERSONAL,True,2017,Subaru,Ascent,Red,6-plus Axles,TAG,False,AGN899,TAG2810,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Gregory,"Unit 3571 Box 5225, DPO AE 24602"
NE 4438,OR,USA,COMMERCIAL,True,2011,Subaru	,Outback,Black,3 Axle,TAG,True,AGN451,TAG9149,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,Daniel,"97165 Sandra Avenue Apt. 957, Huertabury, SD 20717"
KA 3101,GA,USA,ELECTRIC,False,2008,Tesla,Model Y,Green,5 Axle,TAG,False,AGN170,TAG9548,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Eric,"9722 Ronald Islands Apt. 142, Odonnellshire, AS 45940"
NE 5313,MD,USA,COMMERCIAL,True,2018,Audi,A4,Blue,4 Axle,VIDEO,,,,,,,,,
AL 1079,NC,USA,COMMERCIAL,False,2024,Ford,Mustang,Green,5 Axle,TAG,True,AGN761,TAG9619,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,April,"12099 Kidd Valley, Stoneside, VA 90443"
OR 3783,MD,USA,PERSONAL,True,2007,Subaru,Forester,Green,4 Axle,TAG,True,AGN829,TAG9801,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,James,"30857 Robinson Vista, Port Melissa, UT 22050"
DE 2475,AK,USA,COMMERCIAL,False,2019,Honda,CR-V,Green,4 Axle,TAG,False,AGN588,TAG1546,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Christina,"2532 Rivera Centers Suite 969, New Michael, FM 52695"
CO 299,CA,USA,ELECTRIC,True,2005,Kia,So-rent-o,Red,6-plus Axles,VIDEO,,,,,,,,,
MI 6331,FL,USA,PERSONAL,True,2002,Chevrolet, Malibu,White,3 Axle,TAG,False,AGN653,TAG8504,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jose,"35486 Gregory View Suite 474, North Kenneth, NH 01736"
FL 3769,FL,USA,PERSONAL,False,2005,Lexus,GS,Green,4 Axle,TAG,True,AGN681,TAG3389,INTEGRATED,STICKER,NO,HAND_TO_CUSTOMER,Jacob,"51940 Rich Springs, Johnside, AZ 53025"
TE 533,NC,USA,ELECTRIC,True,2007,Honda,Accord,Black,2 Axle,TAG,False,AGN610,TAG9671,INTEGRATED,MOUNTED,NO,MAIL_TO_CUSTOMER,Meghan,"60384 Luna Park Suite 992, Port Jamesborough, LA 53582"
TE 1795,NC,USA,PERSONAL,True,2021,Honda,HR-V,Green,4 Axle,VIDEO,,,,,,,,,
CA 3228,MD,USA,PERSONAL,False,2017,Kia,So-rent-o,Red,5 Axle,TAG,True,AGN404,TAG2479,STICKER_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Nathaniel,"056 Skinner Field Apt. 006, Lake Dustinfort, MA 36663"
OH 196,MA,USA,ELECTRIC,False,2012,Subaru,Ascent,Red,6-plus Axles,TAG,False,AGN723,TAG3889,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Andrew,"35592 Smith Street Apt. 904, Port Darrylport, ME 33832"
SO 1533,MI,USA,ELECTRIC,False,2021,Chevrolet,Equinox,Green,4 Axle,TAG,False,AGN918,TAG1804,INTEGRATED,MOUNTED,YES,MAIL_TO_CUSTOMER,Amy,"422 Webb Via, Jenniferburgh, WV 58722"
UT 8155,MD,USA,COMMERCIAL,True,2009,Mercedes-Benz,S-Class,Red,3 Axle,VIDEO,,,,,,,,,
MA 7387,NV,USA,PERSONAL,False,2016,Audi, Q7,Blue,5 Axle,TAG,False,AGN845,TAG7634,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kevin,"9980 Angel Mills Apt. 088, Port Morganstad, GU 03518"
VI 2141,NJ,USA,PERSONAL,True,2021,Ford,Escape,Blue,5 Axle,TAG,True,AGN813,TAG5913,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Kenneth,"76400 Mary Islands Apt. 898, Lake Elizabethton, FM 66947"
WA 9619,MI,USA,ELECTRIC,True,2007,Volkswagen,Jetta,Black,6-plus Axles,TAG,True,AGN170,TAG7295,INTEGRATED,MOUNTED,YES,MAIL_TO_CUSTOMER,Krista,"66719 Simpson Flats, West Sabrina, VT 36471"
KE 3274,GA,USA,COMMERCIAL,True,2012,Mercedes-Benz,E-Class,Red,4 Axle,VIDEO,,,,,,,,,
NO 3745,NJ,USA,COMMERCIAL,True,2004,Volkswagen,Tiguan,Green,5 Axle,TAG,True,AGN581,TAG9331,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Elizabeth,"282 Paul Lights, New Brian, NV 56772"
LO 3133,NC,USA,PERSONAL,True,2014,Lexus,RX,White,2 Axle,TAG,False,AGN366,TAG9959,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Robert,"Unit 6261 Box 0123, DPO AA 49828"
HA 8864,NY,USA,ELECTRIC,True,2003,Honda,Civic,White,2 Axle,TAG,True,AGN548,TAG5482,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jamie,"466 Lisa Mountains Apt. 942, North Davidbury, MH 58332"
ID 6712,IL,USA,ELECTRIC,False,2022,Lexus,ES,Black,4 Axle,VIDEO,,,,,,,,,
FL 5406,FL,USA,COMMERCIAL,False,2024,Subaru,Forester,White,5 Axle,TAG,False,AGN566,TAG6626,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Victor,"57744 Strong Highway, Gutierrezmouth, MO 13598"
MA 3269,NV,USA,ELECTRIC,True,2008,Chevrolet, Malibu,Blue,5 Axle,TAG,False,AGN363,TAG7080,INTEGRATED,STICKER,NO,HAND_TO_CUSTOMER,Zachary,"79930 Michael Wall Suite 802, Garnerside, UT 78768"
NO 368,CA,USA,PERSONAL,False,2016,Hyundai,Sonata,Red,2 Axle,TAG,False,AGN666,TAG1102,STICKER_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Stacy,"32046 Carly Port, Gillespieborough, AZ 23789"
OK 4862,OH,USA,PERSONAL,True,2006,Volkswagen,Pass-at,Black,6-plus Axles,VIDEO,,,,,,,,,
MI 4045,MI,USA,COMMERCIAL,True,2020,Volkswagen,Tiguan,White,6-plus Axles,TAG,False,AGN776,TAG3049,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Karla,"0449 Brian Valleys Suite 953, Melissaport, WV 18077"
VE 5984,NC,USA,COMMERCIAL,False,2008,Tesla,Model S,White,4 Axle,TAG,False,AGN870,TAG3082,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Joyce,"972 Jacqueline Knoll Apt. 574, Port David, MN 04860"
GE 6584,CO,USA,PERSONAL,False,2004,Hyundai,El-antra,Black,2 Axle,TAG,False,AGN483,TAG8590,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Gabriel,"742 Rhonda Springs Suite 744, Willieview, PA 62224"
PE 6102,FL,USA,ELECTRIC,False,2002,Honda,CR-V,Blue,5 Axle,VIDEO,,,,,,,,,
SO 7083,VA,USA,ELECTRIC,False,2019,Chevrolet,Corvette,Green,3 Axle,TAG,False,AGN674,TAG3152,HARD_CASE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Nicole,"4503 Caitlin Brooks Apt. 306, Smithside, TN 24924"
WE 7956,NY,USA,PERSONAL,False,2016,Nissan,Al-tima,Red,4 Axle,TAG,False,AGN655,TAG8240,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Maureen,"9027 Fowler Crest, East Robert, ID 58840"
CO 6694,NY,USA,PERSONAL,False,2006,Honda,Accord,White,5 Axle,TAG,False,AGN116,TAG2511,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Kylie,"260 Jessica Orchard, Nelsonview, HI 82177"
PE 8550,PA,USA,ELECTRIC,False,2015,Ford,Explorer,Blue,6-plus Axles,VIDEO,,,,,,,,,
OK 565,MA,USA,ELECTRIC,False,2014,Tesla,Model Y,White,6-plus Axles,TAG,False,AGN662,TAG4617,LICENSE_PLATE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,John,"8928 Mason Avenue, Holmesfurt, SC 11996"
OK 3475,FL,USA,COMMERCIAL,True,2006,BMW,X3,Green,3 Axle,TAG,False,AGN474,TAG5195,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Lindsey,"2229 Lisa Lights Suite 264, Port Amber, GA 69669"
MI 2917,MD,USA,PERSONAL,True,2021,Toyota,Tacoma,Blue,6-plus Axles,TAG,True,AGN598,TAG8965,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Kayla,"01644 Vincent Villages, Catherineside, CA 76308"
AR 140,WA,USA,PERSONAL,True,2012,Lexus,GS,Blue,6-plus Axles,VIDEO,,,,,,,,,
CO 2337,WA,USA,PERSONAL,True,2006,Kia,Optima,Blue,2 Axle,TAG,True,AGN227,TAG5855,LICENSE_PLATE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Emily,"USNS Bush, FPO AA 69441"
WI 8587,AL,USA,ELECTRIC,True,2017,Audi, Q7,Black,3 Axle,TAG,True,AGN200,TAG3226,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Lori,"96796 Miller Rapids Suite 914, Victorfurt, MP 47501"
AR 9956,NV,USA,PERSONAL,False,2024,Volkswagen,Tiguan,Blue,2 Axle,TAG,False,AGN963,TAG2387,HARD_CASE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jasmin,"043 Michael Ranch Apt. 372, North Johnview, NJ 97225"
UT 5446,PA,USA,ELECTRIC,True,2021,Honda,HR-V,White,4 Axle,VIDEO,,,,,,,,,
AR 1415,FL,USA,COMMERCIAL,True,2013,Subaru,Ascent,Blue,4 Axle,TAG,False,AGN433,TAG5321,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Ethan,"0274 Lucas Pass, Chungland, HI 72138"
KE 1968,UT,USA,PERSONAL,False,2000,Chevrolet,Silverado,Black,4 Axle,TAG,False,AGN232,TAG1158,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Kimberly,"Unit 1508 Box 7411, DPO AP 62304"
KA 8228,IL,USA,COMMERCIAL,False,2013,Volkswagen,Pass-at,Blue,5 Axle,TAG,False,AGN396,TAG6201,LICENSE_PLATE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Jorge,"031 Darrell Trace Apt. 083, Hammondshire, MT 70564"
OR 4895,NC,USA,COMMERCIAL,False,2005,Audi,A6,Red,6-plus Axles,VIDEO,,,,,,,,,
NE 2004,UT,USA,PERSONAL,True,2024,Volkswagen,Tiguan,Green,6-plus Axles,TAG,False,AGN472,TAG7222,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Michelle,"5309 Ramirez Glens Apt. 561, Brendanchester, WI 69886"
OK 9413,WA,USA,PERSONAL,True,2024,Kia,So-rent-o,Blue,5 Axle,TAG,True,AGN223,TAG1879,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Samantha,"389 Taylor Corner Suite 802, Fitzgeraldville, MN 79777"
NE 2321,PA,USA,COMMERCIAL,True,2020,Ford,Mustang,Black,3 Axle,TAG,True,AGN981,TAG6854,LICENSE_PLATE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Michael,"9968 John Tunnel Apt. 158, Yangshire, CO 90350"
NE 1952,MI,USA,COMMERCIAL,True,2011,Mercedes-Benz,C-Class,Red,4 Axle,VIDEO,,,,,,,,,
MI 3334,AK,USA,ELECTRIC,True,2010,Lexus,ES,Blue,4 Axle,TAG,False,AGN419,TAG8022,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jessica,"995 Smith Field, Hardyshire, WA 37045"
AR 9926,AZ,USA,ELECTRIC,False,2004,Audi,Q5,Blue,2 Axle,TAG,True,AGN857,TAG9882,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,David,"9934 Lopez Roads, Port Kenneth, MS 88371"
